date,open,high,low,close,volume
27/12/2011,27.66,28.77,27.64,28.57,777500
28/12/2011,28.99,29.2395,28.04,28.51,575200
29/12/2011,28.59,29.34,28.549,28.73,488200
30/12/2011,28.49,28.98,28.25,28.56,339800
03/01/2012,28.94,29.5,27.65,28.08,928100
04/01/2012,28.21,28.67,27.5,27.71,630100
05/01/2012,27.76,27.93,26.85,27.12,1005500
06/01/2012,27.2,27.79,26.41,26.91,986300
09/01/2012,27,27.49,26.12,27.25,897000
10/01/2012,27.44,27.76,27.25,27.62,671800
11/01/2012,27.62,28.38,27.3,28.23,672300
12/01/2012,28.48,28.62,27.805,28.25,729300
13/01/2012,28.4,28.5,22.64,22.79,5500400
17/01/2012,26.62,27.34,26.41,26.6,4651600
18/01/2012,26.69,26.88,26.25,26.81,1260200
19/01/2012,27.19,27.74,26.61,26.76,1246300
20/01/2012,26.9,27,26.4,26.6,662300
23/01/2012,26.81,27.21,26.6,26.77,594600
24/01/2012,26.63,27.68,26.4399,27.42,858000
25/01/2012,27.27,28.01,27.05,27.97,611200
26/01/2012,28.07,29.58,28,28.94,1271100
27/01/2012,28.5,29.72,28.5,29.33,748400
30/01/2012,29.49,29.61,28.529,29.57,729000
31/01/2012,29.9,30,28.87,29.07,956400
01/02/2012,29.07,29.7,29,29.58,523200
02/02/2012,29.72,30.88,29.605,30.25,805700
03/02/2012,30.41,31.33,30.25,31.15,764500
06/02/2012,31.1,31.9,31.05,31.8,652100
07/02/2012,31.8,31.8,30.82,31.6,1021600
08/02/2012,31.6,32.01,31.29,31.93,623700
09/02/2012,32,32.9,31.43,32.58,1277100
10/02/2012,32.26,32.2695,29.84,31.1,1874200
13/02/2012,31.55,32.06,30.9,31.49,1157900
14/02/2012,31.74,33.79,31.4,33.17,1810800
15/02/2012,33.1,34.41,32.27,33.6,2761800
16/02/2012,33.5,34.51,32.54,34.18,2219700
17/02/2012,33.99,34.97,33.5,34.97,1376700
21/02/2012,34.87,34.87,33.81,34.5,1135800
22/02/2012,34.5,34.72,32.5,34.22,1654600
23/02/2012,33.86,34.97,33.56,34.53,820400
24/02/2012,34.23,34.52,33.27,33.75,959900
27/02/2012,33.41,34,33,33.62,606000
28/02/2012,33.64,34.44,33.17,33.81,612200
29/02/2012,33.81,34.12,33.14,33.41,535700
01/03/2012,33.51,34.5,33.305,34.41,703500
02/03/2012,34.4,34.5,33.71,34.04,550000
05/03/2012,34.35,34.4,33.46,33.77,467000
06/03/2012,33.25,33.28,32.62,33.11,573800
07/03/2012,33.12,33.315,32.9105,33.12,364900
08/03/2012,33.11,33.49,33.04,33.07,633300
09/03/2012,33.2,35.31,33.2,34.74,1553400
12/03/2012,34.69,36.29,34.6,36.01,1963300
13/03/2012,36.51,36.59,35.5,36.09,1001600
14/03/2012,36,36,34.8,35.29,851500
15/03/2012,35.28,35.48,34.78,35,571600
16/03/2012,34.9,35.89,34.83,35.32,729300
19/03/2012,35.26,35.32,34.54,34.98,1015600
20/03/2012,34.98,35.2,34.57,34.96,567000
21/03/2012,34.94,35.3,34.6,35.15,607200
22/03/2012,34.97,35.15,34.3,34.4,522400
23/03/2012,34.26,34.63,33.15,34.08,1170600
26/03/2012,35.59,38.09,35.0414,37.4,3140500
27/03/2012,37.16,39.95,37.03,37.94,2539200
28/03/2012,37.78,38.44,37.1104,37.85,955000
29/03/2012,38.19,38.19,37.03,37.33,796400
30/03/2012,37.52,37.94,36.68,37.24,886400
02/04/2012,37.33,37.97,36.53,36.58,1028600
03/04/2012,36.7,38.4696,36.67,38.01,1098100
04/04/2012,35.27,35.49,34.69,35,4481800
05/04/2012,35.1,35.44,34.41,34.48,1509400
09/04/2012,34.1,34.29,33.1,33.15,1655700
10/04/2012,33.15,33.849,32.1,32.46,1847700
11/04/2012,33.24,33.29,32.01,33.09,1105500
12/04/2012,33.77,34.48,32.92,33.44,1033900
13/04/2012,33.94,34.04,32.85,33.59,649600
16/04/2012,33.41,33.7,32.09,32.25,1099600
17/04/2012,32.43,33.07,32.04,32.24,1115500
18/04/2012,32.09,32.75,31.53,32.66,823100
19/04/2012,32.75,33.43,32.5,33.16,774900
20/04/2012,33.14,33.7299,32.94,33.16,821800
23/04/2012,32.86,32.97,31.71,31.94,890800
24/04/2012,31.82,32.2,31,31.82,674500
25/04/2012,32.07,32.99,32.07,32.91,712200
26/04/2012,32.96,33.52,32.91,33.49,425300
27/04/2012,33.6,33.63,32.91,33.34,591000
30/04/2012,33.27,33.36,32.58,33.13,413900
01/05/2012,33.13,34.21,33.13,33.78,659000
02/05/2012,33.5,34.39,33.39,33.94,497300
03/05/2012,33.91,34,32.13,32.46,841300
04/05/2012,32.2,32.46,31.4,31.83,1247500
07/05/2012,31.96,32.58,31.61,32.47,1158000
08/05/2012,32.5,32.7281,29.37,30.19,3097200
09/05/2012,30.3,30.77,29.76,30.06,1947900
10/05/2012,32.97,34.68,32.4,32.96,5556300
11/05/2012,32.49,33.44,32.16,32.25,1221300
14/05/2012,31.92,32.13,30.05,30.06,1380900
15/05/2012,30.26,30.96,29.22,29.43,1585700
16/05/2012,29.58,30.18,28.88,29.18,1257100
17/05/2012,29.3,29.79,28.24,28.57,1149000
18/05/2012,28.37,28.46,26.83,27.56,1616500
21/05/2012,27.58,29.26,27.12,28.77,1475200
22/05/2012,30.1,31.34,30,30.79,2366200
23/05/2012,30.56,31.05,29.5,31.02,1220400
24/05/2012,31.25,31.25,29.69,30.32,1075600
25/05/2012,30.16,30.4076,29.2,29.81,757000
29/05/2012,30.01,31.93,30.01,31.69,1650000
30/05/2012,31.08,31.42,30.24,30.41,1307200
31/05/2012,30.07,30.29,28.75,29.5,1118700
01/06/2012,28.53,29.16,27.76,28.15,885800
04/06/2012,28.03,28.41,27.11,27.88,1030900
05/06/2012,27.84,28.39,27.56,27.91,630900
06/06/2012,28.2,29.45,28.14,29.22,909900
07/06/2012,29.81,29.87,28.85,28.93,492100
08/06/2012,28.86,30.19,28.1475,30.08,881100
11/06/2012,30.31,31,28.9584,29.12,636000
12/06/2012,29.23,29.84,28.81,29.66,569000
13/06/2012,29.55,30.64,29.47,29.77,844100
14/06/2012,30.18,30.65,28.62,29.39,872200
15/06/2012,29.39,29.95,28.81,29.91,646800
18/06/2012,29.94,32.33,29.5,31.84,1256800
19/06/2012,32.02,32.6594,31.5,32.09,911100
20/06/2012,33.5,34.5,33.21,33.78,3422400
21/06/2012,34.26,34.28,31.84,32.19,1891900
22/06/2012,32.6,33.98,32.46,33.785,3046600
25/06/2012,33.94,34.12,32.75,33.11,1498500
26/06/2012,32.05,32.35,31.39,31.61,2613900
27/06/2012,31.9,32.445,31.57,31.96,1047200
28/06/2012,31.9,32.11,30.62,31.41,914100
29/06/2012,32.8,32.8,31,31.29,1125800
02/07/2012,31.35,31.7995,30.19,30.4,1315600
03/07/2012,30.6,31,30.4,30.66,947000
05/07/2012,30.81,31.67,30.8,31.23,1253800
06/07/2012,30.99,31.73,30.8,30.99,784500
09/07/2012,30.94,31.83,30.67,31.49,910500
10/07/2012,31.54,32.48,30.89,31.27,758400
11/07/2012,31.57,31.68,31.01,31.51,638600
12/07/2012,31.29,33.01,30.8,32.7,1125700
13/07/2012,32.97,34.4,32.83,34.25,1304800
16/07/2012,34.32,36,33.9,35.96,1744000
17/07/2012,35,35.21,32.38,33.35,2569300
18/07/2012,31.42,33.67,31.06,32.15,2881900
19/07/2012,32.72,33.15,32.04,32.27,1435900
20/07/2012,32.07,32.25,31.25,31.79,1568500
23/07/2012,31.05,31.3,30.62,30.66,1386800
24/07/2012,30.66,31.04,29.62,29.84,1500300
25/07/2012,29.92,29.98,28.75,28.95,2842200
26/07/2012,29.9,30,27.64,28.13,2262300
27/07/2012,28.71,29.66,28.1,29.51,1673000
30/07/2012,29.51,30.248,27.21,27.35,2065200
31/07/2012,27.54,27.97,27.35,27.42,1575100
01/08/2012,27.99,27.99,26.03,26.25,1592300
02/08/2012,26.84,26.85,25.52,26.1,1305100
03/08/2012,26.9,27.55,26.74,27.27,1209500
06/08/2012,27.55,28.7,27.55,28.27,1528200
07/08/2012,28.77,30.9,28.5,30.25,2387200
08/08/2012,29.9,30,28.59,29.09,1308900
09/08/2012,29.52,30,29.1301,29.41,672600
10/08/2012,29.31,29.94,29.31,29.94,707400
13/08/2012,29.69,31.3,29.101,31.17,870100
14/08/2012,30.75,31.17,29.26,29.42,793400
15/08/2012,29.39,29.7,28.81,29.4,525400
16/08/2012,29.53,30.39,29.5,30.3,669000
17/08/2012,30.29,30.71,29.98,30.01,508200
20/08/2012,30.15,30.39,29.1,29.51,1179100
21/08/2012,29.58,30,29,29.11,761600
22/08/2012,29.01,30.04,29.01,29.95,775500
23/08/2012,30,30.85,29.65,30.73,1471000
24/08/2012,30.06,30.24,29.41,29.5,1429400
27/08/2012,29.57,29.7,28.17,28.32,1350400
28/08/2012,28.4,29.375,28,28.69,1402700
29/08/2012,28.49,28.64,28.02,28.41,838900
30/08/2012,28.6,28.74,28.1,28.41,656400
31/08/2012,28.61,28.84,28.2,28.52,539800
04/09/2012,28.52,28.99,27.9,28.14,752500
05/09/2012,28.01,28.5,27.81,27.94,639300
06/09/2012,28,28.9,27.9,28.55,841700
07/09/2012,28.55,29.57,28.5,29.35,953200
10/09/2012,29.2,29.35,27.295,27.37,1483300
11/09/2012,27.76,28.16,27.4,27.8,1014900
12/09/2012,27.9,28.58,27.8,28.28,1145200
13/09/2012,28.57,29.5,28.48,29.48,1484700
14/09/2012,30,30.65,29.65,30.39,1536600
17/09/2012,32.35,32.78,31.51,32.54,3212800
18/09/2012,31.88,31.9,30.68,31.34,1788500
19/09/2012,31,31.74,30.94,31.05,1048500
20/09/2012,30.93,31.5,30.68,30.9,912400
21/09/2012,31.1,31.49,29.54,30.02,1870000
24/09/2012,29.51,31.03,29.4,30.66,1301900
25/09/2012,28.62,29.48,27.53,27.66,5680400
26/09/2012,27.67,28.4,27.48,27.54,1527200
27/09/2012,27.75,28.54,27.6,28.49,1758600
28/09/2012,28.73,29.89,28.61,29.28,4343400
01/10/2012,29.5,29.89,29,29.16,884400
02/10/2012,29.28,29.89,29,29.8,729000
03/10/2012,29.75,29.95,29.2401,29.3,1052800
04/10/2012,30,30.1,28.65,29.4,1541300
05/10/2012,29.7,29.81,28.68,28.89,938600
08/10/2012,28.86,29.4,28.611,29.25,889700
09/10/2012,29.12,29.12,28.25,28.37,1193000
10/10/2012,28.39,28.72,28.01,28.4,503600
11/10/2012,28.96,28.98,28.25,28.32,450600
12/10/2012,28.32,28.73,27.5,27.64,987600
15/10/2012,28,28.05,26.86,27.33,1468700
16/10/2012,27.67,28.09,27.34,28.06,479300
17/10/2012,28.25,28.84,27.8,28.8191,668000
18/10/2012,28.99,28.99,27.78,28.04,741000
19/10/2012,27.83,28.2,27.3,27.74,1027400
22/10/2012,27.99,28,27.36,27.85,470200
23/10/2012,27.38,28.56,27.3702,28.39,749000
24/10/2012,28.52,28.52,27.25,27.42,1016400
25/10/2012,27.8,27.8,27.45,27.52,577700
26/10/2012,27.53,27.8,27.02,27.38,477400
31/10/2012,27.7,28.35,27.37,28.1314,775200
01/11/2012,28.25,29.49,28.2,29.2454,1024100
02/11/2012,29.27,29.55,28.55,28.9182,1030300
05/11/2012,29.8,31.58,29.33,31.5,2048900
06/11/2012,30.61,31.2,29.95,31.15,2324000
07/11/2012,31,32.05,30.81,31.54,1714500
08/11/2012,31.01,31.88,30.94,31.31,1274000
09/11/2012,30.6,30.93,29.85,30.32,863000
12/11/2012,30.29,31.42,30.16,31.07,555900
13/11/2012,31.29,32,30.72,31.6143,998300
14/11/2012,31.96,32.12,31.204,31.38,871300
15/11/2012,31.3,31.44,30.5,30.82,984000
16/11/2012,31.15,32,30.5901,31.8399,908700
19/11/2012,32.07,33.25,31.84,32.92,1392400
